pclass,age,sibsp,parch,fare,pclass_NA,age_NA,sibsp_NA,parch_NA,fare_NA,sex_male,embarked_Other,embarked_Q,embarked_S,title_Mr,title_Mrs,title_Other,Cabin_Letter_Missing,Cabin_Letter_Other
0.835807982853905,-0.3367705473545595,-0.4789110215861166,-0.4554233471361847,-0.5047946277777464,0,0,0,0,0,1,0,0,1,1,0,0,1,0
-1.542156577059243,0.9296958826892072,-0.4789110215861166,-0.4554233471361847,1.9715522365796536,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.835807982853905,-0.25761639547682413,-0.4789110215861166,-0.4554233471361847,-0.5085450974115391,0,1,0,0,0,1,0,1,0,1,0,0,1,0
0.835807982853905,-0.8908496104987075,-0.4789110215861166,-0.4554233471361847,-0.5077292675537971,0,0,0,0,0,0,0,0,1,0,0,0,1,0
-0.353174297102669,-0.020153939843617838,0.43442201958084903,-0.4554233471361847,-0.24899186063199877,0,0,0,0,0,1,0,0,1,1,0,0,1,0
0.835807982853905,-0.8116954586209721,-0.4789110215861166,-0.4554233471361847,-0.5101748007005059,0,0,0,0,0,1,0,0,1,1,0,0,0,1
-0.353174297102669,1.3254666420778844,-0.4789110215861166,-0.4554233471361847,-0.15117053476364403,0,0,0,0,0,1,0,0,1,1,0,0,1,0
0.835807982853905,-0.25761639547682413,-0.4789110215861166,4.27736319828898,-0.16160415738076275,0,1,0,0,0,0,0,0,1,0,1,0,1,0
-1.542156577059243,-0.25761639547682413,-0.4789110215861166,-0.4554233471361847,-0.15117053476364403,0,1,0,0,0,1,0,0,1,1,0,0,0,1
-1.542156577059243,0.5339251233005301,-0.4789110215861166,-0.4554233471361847,1.9937244183009748,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.835807982853905,-0.6533871548655013,-0.4789110215861166,-0.4554233471361847,-0.5082183741831388,0,0,0,0,0,1,0,1,0,1,0,0,1,0
0.835807982853905,-0.5742330029877658,-0.4789110215861166,-0.4554233471361847,-0.5023490946310375,0,0,0,0,0,1,0,0,1,1,0,0,1,0
0.835807982853905,-0.25761639547682413,-0.4789110215861166,-0.4554233471361847,-0.5053659043208175,0,1,0,0,0,1,0,0,1,1,0,0,1,0
-0.353174297102669,0.5339251233005301,-0.4789110215861166,-0.4554233471361847,-0.40550598202136634,0,0,0,0,0,0,0,0,1,0,1,0,0,1
-0.353174297102669,-0.4950788511100304,-0.4789110215861166,-0.4554233471361847,-0.39001695328337105,0,0,0,0,0,0,0,0,0,0,1,0,0,1
-1.542156577059243,-1.0491579142541785,-0.4789110215861166,-0.4554233471361847,1.0324675082434482,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.835807982853905,-0.25761639547682413,2.26108810191478,0.7277732892201065,-0.16160415738076275,0,1,0,0,0,0,0,0,1,0,0,0,1,0
0.835807982853905,-1.524082825520591,-0.4789110215861166,1.9109699255763979,-0.1873644253349353,0,0,0,0,0,0,0,0,1,0,0,0,1,0
-1.542156577059243,-0.25761639547682413,-0.4789110215861166,-0.4554233471361847,-0.6598414292790886,0,1,0,0,0,1,0,0,1,1,0,0,1,0
0.835807982853905,-0.25761639547682413,-0.4789110215861166,1.9109699255763979,-0.5082183741831388,0,1,0,0,0,0,0,1,0,0,0,0,1,0
-1.542156577059243,1.40462079395562,0.43442201958084903,-0.4554233471361847,3.7915180043603938,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.835807982853905,-1.524082825520591,4.087754184248712,1.9109699255763979,0.2577226073660787,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.835807982853905,0.4547709714227947,-0.4789110215861166,-0.4554233471361847,-0.5082183741831388,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.835807982853905,-0.020153939843617838,-0.4789110215861166,-0.4554233471361847,-0.5061797777520423,0,0,0,0,0,1,0,0,1,1,0,0,1,0
0.835807982853905,0.5339251233005301,-0.4789110215861166,-0.4554233471361847,-0.5053659043208175,0,0,0,0,0,1,0,0,1,1,0,0,1,0
0.835807982853905,0.4547709714227947,-0.4789110215861166,-0.4554233471361847,-0.5204460399166831,0,0,0,0,0,1,0,0,1,1,0,0,1,0
-0.353174297102669,-2.078161888664739,0.43442201958084903,1.9109699255763979,0.15362506523001038,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-1.542156577059243,-0.1784622435990887,0.43442201958084903,-0.4554233471361847,0.37902105144283865,0,0,0,0,0,1,0,0,1,1,0,0,0,1
0.835807982853905,-0.5742330029877658,-0.4789110215861166,-0.4554233471361847,-0.4844967026600628,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.835807982853905,-0.25761639547682413,-0.4789110215861166,-0.4554233471361847,-0.5184074434855866,0,1,0,0,0,1,0,0,0,1,0,0,1,0
-0.353174297102669,0.21730851578958843,-0.4789110215861166,-0.4554233471361847,-0.40550598202136634,0,0,0,0,0,0,0,0,1,0,1,0,1,0
0.835807982853905,-0.25761639547682413,-0.4789110215861166,-0.4554233471361847,-0.5056906711227005,0,1,0,0,0,0,0,1,0,0,0,0,1,0
-0.353174297102669,1.4837749458333553,0.43442201958084903,1.9109699255763979,0.6118358070095229,0,0,0,0,0,0,0,0,1,0,1,0,1,0
0.835807982853905,-0.25761639547682413,-0.4789110215861166,-0.4554233471361847,-0.5082183741831388,0,1,0,0,0,1,0,1,0,1,0,0,1,0
0.835807982853905,-0.25761639547682413,0.43442201958084903,-0.4554233471361847,-0.34485675998298637,0,1,0,0,0,0,0,0,1,0,1,0,1,0
0.835807982853905,-1.7615452811537973,3.1744211430817457,0.7277732892201065,0.11661534480097704,0,0,0,0,0,1,0,0,1,0,0,1,1,0
0.835807982853905,-0.8908496104987075,-0.4789110215861166,-0.4554233471361847,-0.5073223308381847,0,0,0,0,0,1,0,0,1,1,0,0,1,0
0.835807982853905,1.1671583383224136,-0.4789110215861166,-0.4554233471361847,-0.5023490946310375,0,0,0,0,0,1,0,0,1,1,0,0,1,0
-0.353174297102669,-0.8116954586209721,-0.4789110215861166,-0.4554233471361847,-0.4544166449555437,0,0,0,0,0,1,0,0,1,1,0,0,1,0
0.835807982853905,0.05900021203411759,-0.4789110215861166,-0.4554233471361847,-0.5105817374161182,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.835807982853905,-0.25761639547682413,0.43442201958084903,-0.4554233471361847,-0.5338964722235819,0,1,0,0,0,1,0,0,0,1,0,0,1,0
0.835807982853905,-0.41592469923229497,-0.4789110215861166,-0.4554233471361847,-0.5131916103902859,0,0,0,0,0,1,0,0,1,1,0,0,1,0
0.835807982853905,-1.6032369773983264,0.43442201958084903,0.7277732892201065,-0.3615685552943361,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.835807982853905,-0.020153939843617838,0.43442201958084903,-0.4554233471361847,-0.5219955297184379,0,0,0,0,0,1,0,0,1,1,0,0,1,0
-1.542156577059243,2.037854008977503,-0.4789110215861166,-0.4554233471361847,1.9937244183009748,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.835807982853905,0.5339251233005301,-0.4789110215861166,-0.4554233471361847,-0.4739809101292146,0,0,0,0,0,1,0,0,1,1,0,0,1,0
0.835807982853905,-0.25761639547682413,-0.4789110215861166,-0.4554233471361847,-0.5023490946310375,0,1,0,0,0,0,0,0,1,0,0,0,1,0
0.835807982853905,-0.020153939843617838,-0.4789110215861166,-0.4554233471361847,-0.5047946277777464,0,0,0,0,0,1,0,0,1,1,0,0,1,0
-1.542156577059243,1.246312490200149,-0.4789110215861166,0.7277732892201065,0.5022759220369656,0,0,0,0,0,0,0,0,0,0,1,0,1,0
-1.542156577059243,-0.25761639547682413,-0.4789110215861166,-0.4554233471361847,-0.15263785465166935,0,1,0,0,0,1,0,0,1,1,0,0,1,0
0.835807982853905,-0.25761639547682413,-0.4789110215861166,-0.4554233471361847,-0.5077292675537971,0,1,0,0,0,1,0,0,1,1,0,0,1,0
-0.353174297102669,2.5919330721216514,-0.4789110215861166,-0.4554233471361847,-0.4544166449555437,0,0,0,0,0,1,0,0,1,1,0,0,1,0
0.835807982853905,-0.25761639547682413,-0.4789110215861166,-0.4554233471361847,-0.518489613399316,0,1,0,0,0,1,0,0,0,1,0,0,1,0
-0.353174297102669,-0.1784622435990887,0.43442201958084903,-0.4554233471361847,-0.24899186063199877,0,0,0,0,0,0,0,0,1,0,1,0,1,0
0.835807982853905,-0.7325413067432367,-0.4789110215861166,-0.4554233471361847,-0.49036598221216404,0,0,0,0,0,1,0,0,1,1,0,0,1,0
-1.542156577059243,-1.0491579142541785,-0.4789110215861166,0.7277732892201065,0.11099061856354661,0,0,0,0,0,0,0,0,1,0,0,0,0,1
-1.542156577059243,0.05900021203411759,-0.4789110215861166,-0.4554233471361847,0.23033263612293942,0,0,0,0,0,1,0,0,1,1,0,0,1,0
-1.542156577059243,0.692233427056001,-0.4789110215861166,-0.4554233471361847,3.7915180043603938,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.835807982853905,-0.7325413067432367,0.43442201958084903,-0.4554233471361847,-0.5047946277777464,0,0,0,0,0,1,0,0,1,1,0,0,1,0
-1.542156577059243,0.5339251233005301,0.43442201958084903,-0.4554233471361847,0.8828008796648653,0,0,0,0,0,1,0,0,1,1,0,0,0,0
0.835807982853905,-0.8512725345598398,-0.4789110215861166,-0.4554233471361847,-0.517349016739691,0,0,0,0,0,0,0,1,0,0,0,0,1,0
-0.353174297102669,-0.8116954586209721,-0.4789110215861166,-0.4554233471361847,-0.40550598202136634,0,0,0,0,0,1,0,0,1,1,0,0,1,0
-0.353174297102669,-0.41592469923229497,0.43442201958084903,0.7277732892201065,0.06411855206046574,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.835807982853905,-0.41592469923229497,-0.4789110215861166,-0.4554233471361847,-0.5061797777520423,0,0,0,0,0,1,0,0,1,1,0,0,1,0
0.835807982853905,0.692233427056001,0.43442201958084903,5.460559834645272,-0.04576805614049183,0,0,0,0,0,0,0,0,1,0,1,0,1,0
0.835807982853905,-0.7325413067432367,-0.4789110215861166,-0.4554233471361847,-0.5061797777520423,0,0,0,0,0,1,0,0,1,1,0,0,1,0
0.835807982853905,-2.289242265477096,-0.4789110215861166,1.9109699255763979,-0.37811601077822704,0,0,0,0,0,1,0,0,1,0,0,1,1,0
-0.353174297102669,-0.3367705473545595,-0.4789110215861166,-0.4554233471361847,-0.40550598202136634,0,0,0,0,0,1,0,0,1,1,0,0,1,0
-1.542156577059243,0.5339251233005301,-0.4789110215861166,1.9109699255763979,0.7292213980515485,0,0,0,0,0,0,0,0,1,0,0,0,0,1
-0.353174297102669,-0.3367705473545595,-0.4789110215861166,-0.4554233471361847,-0.4544166449555437,0,0,0,0,0,1,0,0,1,1,0,0,1,0
0.835807982853905,-0.09930809172135326,-0.4789110215861166,-0.4554233471361847,-0.5053659043208175,0,0,0,0,0,1,0,0,1,1,0,0,1,0
0.835807982853905,-1.0491579142541785,-0.4789110215861166,-0.4554233471361847,-0.5085450974115391,0,0,0,0,0,0,0,1,0,0,0,0,1,0
-0.353174297102669,1.0088500345669427,0.43442201958084903,0.7277732892201065,-0.024002811134782885,0,0,0,0,0,1,0,0,1,1,0,0,1,0
0.835807982853905,-0.25761639547682413,-0.4789110215861166,-0.4554233471361847,-0.5082183741831388,0,1,0,0,0,0,0,1,0,0,0,0,1,0
-1.542156577059243,2.5127789202439157,0.43442201958084903,3.0941665619326892,4.4733326456628255,0,0,0,0,0,1,0,0,0,1,0,0,0,1
0.835807982853905,1.246312490200149,-0.4789110215861166,-0.4554233471361847,-0.5023490946310375,0,0,0,0,0,1,0,0,1,1,0,0,1,0
-1.542156577059243,1.246312490200149,0.43442201958084903,0.7277732892201065,2.5656544078289674,0,0,0,0,0,0,0,0,1,0,1,0,1,0
0.835807982853905,1.4837749458333553,0.43442201958084903,3.0941665619326892,0.012680186065850139,0,0,0,0,0,0,0,0,1,0,1,0,1,0
-1.542156577059243,-0.4950788511100304,2.26108810191478,1.9109699255763979,4.48556031139637,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.835807982853905,-0.25761639547682413,-0.4789110215861166,-0.4554233471361847,-0.5184074434855866,0,1,0,0,0,1,0,0,0,0,0,1,1,0
-1.542156577059243,-1.2866203698873846,1.3477550607478146,1.9109699255763979,4.4733326456628255,0,0,0,0,0,1,0,0,0,0,0,1,0,1
-0.353174297102669,1.642083249588826,-0.4789110215861166,0.7277732892201065,-0.15117053476364403,0,0,0,0,0,0,0,0,1,0,1,0,1,0
-1.542156577059243,0.7713875789337364,0.43442201958084903,-0.4554233471361847,0.4338009939291172,0,0,0,0,0,0,0,0,1,0,1,0,0,1
0.835807982853905,0.9296958826892072,-0.4789110215861166,1.9109699255763979,-0.26439871945626464,0,0,0,0,0,0,0,0,1,0,1,0,1,0
0.835807982853905,-1.6823911292760618,2.26108810191478,0.7277732892201065,-0.24752454074397345,0,0,0,0,0,0,0,0,1,0,0,0,1,0
-1.542156577059243,-0.41592469923229497,0.43442201958084903,-0.4554233471361847,0.949646104483747,0,0,0,0,0,1,0,0,1,1,0,0,0,1
0.835807982853905,-0.25761639547682413,-0.4789110215861166,-0.4554233471361847,-0.5053659043208175,0,1,0,0,0,1,0,0,1,1,0,0,1,0
-0.353174297102669,-0.4950788511100304,0.43442201958084903,-0.4554233471361847,-0.4544166449555437,0,0,0,0,0,1,0,0,1,1,0,0,1,0
-1.542156577059243,-0.5742330029877658,-0.4789110215861166,1.9109699255763979,0.3085896968176232,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.353174297102669,-2.243063733271625,0.43442201958084903,1.9109699255763979,-0.11693307070971988,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.835807982853905,-0.25761639547682413,-0.4789110215861166,-0.4554233471361847,0.44545738311959043,0,1,0,0,0,1,0,0,1,1,0,0,1,0
0.835807982853905,-0.25761639547682413,-0.4789110215861166,-0.4554233471361847,0.44545738311959043,0,1,0,0,0,1,0,0,1,1,0,0,1,0
-1.542156577059243,-0.41592469923229497,-0.4789110215861166,0.7277732892201065,4.182721137920082,0,0,0,0,0,1,0,0,0,1,0,0,0,1
0.835807982853905,-0.5742330029877658,-0.4789110215861166,-0.4554233471361847,-0.5053659043208175,0,0,0,0,0,1,0,0,1,1,0,0,1,0
-0.353174297102669,-2.249665189538228,0.43442201958084903,0.7277732892201065,-0.2930114572727584,0,0,0,0,0,1,0,0,1,0,0,1,1,0
0.835807982853905,-0.25761639547682413,-0.4789110215861166,-0.4554233471361847,-0.2922777973287457,0,0,0,0,0,1,0,0,0,1,0,0,1,0
0.835807982853905,-0.25761639547682413,-0.4789110215861166,-0.4554233471361847,-0.5082183741831388,0,1,0,0,0,0,0,1,0,0,0,1,1,0
0.835807982853905,-0.9700037623764429,-0.4789110215861166,-0.4554233471361847,-0.49036598221216404,0,0,0,0,0,1,0,0,1,1,0,0,1,0
0.835807982853905,-0.25761639547682413,-0.4789110215861166,-0.4554233471361847,-0.5023490946310375,0,1,0,0,0,1,0,0,1,1,0,0,1,0
-0.353174297102669,2.4336247683661805,0.43442201958084903,0.7277732892201065,0.10316491249407826,0,0,0,0,0,1,0,0,1,1,0,0,1,0
-0.353174297102669,-0.25761639547682413,-0.4789110215861166,-0.4554233471361847,-0.40550598202136634,0,0,0,0,0,1,0,0,1,1,0,0,0,1
0.835807982853905,-0.8908496104987075,0.43442201958084903,0.7277732892201065,-0.26439871945626464,0,0,0,0,0,1,0,0,1,1,0,0,1,0
0.835807982853905,-0.25761639547682413,0.43442201958084903,0.7277732892201065,-0.22893848882898607,0,0,0,0,0,0,0,0,1,0,1,0,1,0
-0.353174297102669,-0.41592469923229497,0.43442201958084903,-0.4554233471361847,-0.15117053476364403,0,0,0,0,0,0,0,0,1,0,1,0,1,0
-1.542156577059243,-0.1784622435990887,0.43442201958084903,0.7277732892201065,4.182721137920082,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.835807982853905,-0.25761639547682413,1.3477550607478146,-0.4554233471361847,-0.20497226399123913,0,1,0,0,0,1,0,1,0,1,0,0,1,0
0.835807982853905,-0.25761639547682413,-0.4789110215861166,-0.4554233471361847,-0.5184074434855866,0,1,0,0,0,1,0,0,0,1,0,0,1,0
0.835807982853905,-0.6533871548655013,-0.4789110215861166,-0.4554233471361847,-0.5023490946310375,0,0,0,0,0,1,0,0,1,1,0,0,1,0
-1.542156577059243,-0.25761639547682413,-0.4789110215861166,-0.4554233471361847,-0.07878275362106155,0,1,0,0,0,1,0,0,0,1,0,0,0,0
0.835807982853905,-0.7325413067432367,-0.4789110215861166,-0.4554233471361847,-0.5061797777520423,0,0,0,0,0,1,0,0,1,1,0,0,1,0
-1.542156577059243,0.4547709714227947,-0.4789110215861166,-0.4554233471361847,9.363502895735609,0,0,0,0,0,1,0,0,0,1,0,0,0,1
0.835807982853905,-0.09930809172135326,-0.4789110215861166,-0.4554233471361847,-0.4739809101292146,0,0,0,0,0,1,0,0,1,1,0,0,1,0
-0.353174297102669,-0.09930809172135326,-0.4789110215861166,0.7277732892201065,-0.014220678547947412,0,0,0,0,0,1,0,0,1,0,0,1,1,0
-0.353174297102669,-0.020153939843617838,-0.4789110215861166,-0.4554233471361847,-0.38871397322280454,0,0,0,0,0,1,0,0,0,1,0,0,1,0
0.835807982853905,-0.25761639547682413,-0.4789110215861166,-0.4554233471361847,-0.37615958426085994,0,1,0,0,0,1,0,0,1,1,0,0,1,0
0.835807982853905,-0.25761639547682413,1.3477550607478146,-0.4554233471361847,-0.49036598221216404,0,0,0,0,0,1,0,0,1,1,0,0,1,0
0.835807982853905,-1.9990077367870034,2.26108810191478,1.9109699255763979,-0.11399843093366926,0,0,0,0,0,1,0,0,1,0,0,1,1,0
-1.542156577059243,0.9296958826892072,0.43442201958084903,-0.4554233471361847,0.35481027329042075,0,0,0,0,0,1,0,0,1,1,0,0,0,1
0.835807982853905,-0.25761639547682413,-0.4789110215861166,-0.4554233471361847,-0.512131227217873,0,1,0,0,0,1,0,0,1,1,0,0,1,0
-1.542156577059243,3.225166287143535,0.43442201958084903,0.7277732892201065,0.7292213980515485,0,0,0,0,0,1,0,0,1,0,0,1,0,1
-1.542156577059243,2.1170081608552387,-0.4789110215861166,-0.4554233471361847,-0.059300658361120036,0,0,0,0,0,1,0,0,0,1,0,0,0,1
-1.542156577059243,0.6130792751782655,0.43442201958084903,0.7277732892201065,0.967089603312592,0,0,0,0,0,1,0,0,0,1,0,0,0,1
0.835807982853905,2.473201844305048,-0.4789110215861166,-0.4554233471361847,-0.36605170665888287,0,0,0,0,1,1,0,0,1,1,0,0,1,0
-0.353174297102669,-0.020153939843617838,0.43442201958084903,-0.4554233471361847,-0.15117053476364403,0,0,0,0,0,0,0,0,1,0,1,0,1,0
0.835807982853905,-2.2364701924202097,0.43442201958084903,0.7277732892201065,-0.4420265958210579,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.835807982853905,-0.25761639547682413,0.43442201958084903,1.9109699255763979,-0.20105941095650495,0,1,0,0,0,1,0,0,1,0,0,1,1,0
0.835807982853905,0.2964626676673239,-0.4789110215861166,-0.4554233471361847,-0.5061797777520423,0,0,0,0,0,1,0,0,1,1,0,0,1,0
-0.353174297102669,0.138154363911853,-0.4789110215861166,-0.4554233471361847,-0.24899186063199877,0,0,0,0,0,0,0,0,1,0,1,0,1,0
0.835807982853905,-0.25761639547682413,-0.4789110215861166,-0.4554233471361847,-0.5082183741831388,0,1,0,0,0,1,0,1,0,1,0,0,1,0
0.835807982853905,-0.25761639547682413,-0.4789110215861166,-0.4554233471361847,-0.5082183741831388,0,1,0,0,0,1,0,1,0,1,0,0,0,1
-1.542156577059243,0.2964626676673239,-0.4789110215861166,-0.4554233471361847,2.3051229577907435,0,0,0,0,0,0,0,0,1,0,0,0,1,0
-0.353174297102669,-1.2866203698873846,-0.4789110215861166,0.7277732892201065,-0.2783382583925052,0,0,0,0,0,0,0,0,1,0,0,0,1,0
-0.353174297102669,-1.9990077367870034,0.43442201958084903,0.7277732892201065,-0.20986333028465687,0,0,0,0,0,0,0,0,1,0,0,0,1,0
-0.353174297102669,0.05900021203411759,0.43442201958084903,-0.4554233471361847,-0.38871397322280454,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.835807982853905,-0.25761639547682413,-0.4789110215861166,-0.4554233471361847,-0.5087074808124805,0,1,0,0,0,1,0,1,0,1,0,0,1,0
0.835807982853905,-0.5742330029877658,-0.4789110215861166,-0.4554233471361847,-0.5087074808124805,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.835807982853905,-0.25761639547682413,-0.4789110215861166,-0.4554233471361847,-0.5056906711227005,0,1,0,0,0,1,0,1,0,1,0,0,1,0
-1.542156577059243,0.05900021203411759,-0.4789110215861166,-0.4554233471361847,0.4539365356458594,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.353174297102669,-2.1573160405424745,0.43442201958084903,0.7277732892201065,-0.15117053476364403,0,0,0,0,0,0,0,0,1,0,0,0,1,0
-1.542156577059243,1.5629290977110908,0.43442201958084903,0.7277732892201065,1.509508855252619,0,0,0,0,0,1,0,0,0,1,0,0,0,0
-1.542156577059243,0.4547709714227947,-0.4789110215861166,-0.4554233471361847,-0.1455458085262136,0,0,0,0,0,1,0,0,1,1,0,0,0,1
-0.353174297102669,-2.1573160405424745,0.43442201958084903,0.7277732892201065,-0.20986333028465687,0,0,0,0,0,1,0,0,1,0,0,1,1,0
-0.353174297102669,1.0088500345669427,0.43442201958084903,-0.4554233471361847,-0.15117053476364403,0,0,0,0,0,0,0,0,1,0,1,0,1,0
-1.542156577059243,-2.1573160405424745,0.43442201958084903,1.9109699255763979,2.3051229577907435,0,0,0,0,0,0,0,0,1,0,0,0,0,0
-0.353174297102669,-0.8908496104987075,-0.4789110215861166,-0.4554233471361847,-0.40550598202136634,0,0,0,0,0,1,0,0,1,1,0,0,1,0
0.835807982853905,-0.25761639547682413,-0.4789110215861166,-0.4554233471361847,-0.5023490946310375,0,1,0,0,0,1,0,0,1,1,0,0,1,0
-0.353174297102669,-0.09930809172135326,-0.4789110215861166,-0.4554233471361847,-0.15117053476364403,0,0,0,0,0,1,0,0,1,1,0,0,1,0
-0.353174297102669,-0.3367705473545595,-0.4789110215861166,-0.4554233471361847,-0.40550598202136634,0,0,0,0,0,1,0,0,1,1,0,0,1,0
0.835807982853905,-0.41592469923229497,-0.4789110215861166,-0.4554233471361847,-0.5201193166882828,0,0,0,0,0,1,0,0,1,1,0,0,1,0
-1.542156577059243,0.05900021203411759,-0.4789110215861166,-0.4554233471361847,1.4222854918288417,0,0,0,0,0,0,0,0,0,0,0,0,1,0
